SNO,inst_code,        inst_name,DIST,"branch_
code","OC_BO
     YS","OC_GIR
LS","SC_BO
     YS","SC_GIR
LS","ST_BOY
S","ST_GIR
      LS","BCA_B
OYS","BCA_GI
RLS","BCB_B
OYS","BCB_GI
RLS","BCC_B
OYS","BCC_GI
RLS","BCD_B
OYS","BCD_GI
RLS","BCE_B
OYS","BCE_GI
     RLS","OC_EWS_B
OYS","OC_EWS_GI
RLS"
695,AVEN,"AVANTHI INSTITUTE OF ENGG. AND
TECHNOLOGY",VSP,MEC,169131,169131,169131,169131,173554,173554,169131,169131,169131,169131,,169131,169131,169131,169163,169163,,
696,BABA,BABA INST OF TECH AND SCIENCES,VSP,CIV,121345,165820,173021,173021,121345,165820,172443,172443,155230,169193,121345,165820,167499,171835,173147,173147,,
697,BABA,BABA INST OF TECH AND SCIENCES,VSP,CSE,93990,93990,173318,173318,171362,171559,114584,114584,107618,136190,93990,98502,93990,100092,119376,137914,153158,164982
698,BABA,BABA INST OF TECH AND SCIENCES,VSP,ECE,111049,111049,173176,173176,143324,143324,124778,154266,132236,155652,111049,111049,113786,113786,128410,156632,142382,139686
699,BABA,BABA INST OF TECH AND SCIENCES,VSP,EEE,103669,103669,173555,173555,167846,167846,154756,154756,163318,163318,103669,128895,140943,168263,160390,160390,,
700,BABA,BABA INST OF TECH AND SCIENCES,VSP,MEC,127499,127611,171510,173475,166957,166957,140158,140158,163240,163240,127499,127611,165193,165193,152380,152380,,
701,CEVP,CHAITANYA ENGINEERING COLLEGE,VSP,AID,108409,108409,115131,149423,108409,154626,166242,166242,166517,166517,108409,108409,120447,146066,146952,146952,116616,103350
702,CEVP,CHAITANYA ENGINEERING COLLEGE,VSP,AIM,85858,85858,97312,168500,155128,155128,153671,153671,165884,165884,85858,85858,85858,93256,85858,145969,155676,
703,CEVP,CHAITANYA ENGINEERING COLLEGE,VSP,CIV,169131,169163,169131,169163,169131,169163,169163,169163,169169,169169,,,169142,169163,169163,169163,,
704,CEVP,CHAITANYA ENGINEERING COLLEGE,VSP,CSE,78618,78618,171541,172297,78618,101347,132733,132733,119134,156234,153787,153787,85459,101859,135749,135749,114410,160835
705,CEVP,CHAITANYA ENGINEERING COLLEGE,VSP,ECE,65743,136288,159855,159855,154838,154838,146558,147093,155658,155658,93785,136288,158955,158955,148634,148634,114728,125919
706,CEVP,CHAITANYA ENGINEERING COLLEGE,VSP,EEE,159869,159869,164739,164739,159869,159869,159869,161980,162017,162017,159869,159869,159869,159869,159869,159869,,
707,CEVP,CHAITANYA ENGINEERING COLLEGE,VSP,MEC,169131,169163,169131,169163,169131,169163,169163,169163,169169,169169,,,169131,169163,169163,169163,,
708,DIET,"DADI INSTT. OF ENGINEERING AND
TECHNOLOGY",VSP,CIV,161884,161884,161884,161884,161884,161884,161884,161884,161884,161884,161884,161884,161884,161884,161884,161884,,
709,DIET,"DADI INSTT. OF ENGINEERING AND
TECHNOLOGY",VSP,CSD,106047,106047,110081,110081,111423,111423,133707,133707,162309,162309,106047,106047,119868,119868,106047,159022,168065,149936
710,DIET,"DADI INSTT. OF ENGINEERING AND
TECHNOLOGY",VSP,CSE,99184,99184,171356,171356,122694,122694,99184,100215,134779,166942,99184,99184,99184,99184,152274,152274,134423,143383
711,DIET,"DADI INSTT. OF ENGINEERING AND
TECHNOLOGY",VSP,CSM,118509,118509,157374,157374,134698,134698,167604,169045,139746,139746,118509,118509,135463,137628,134313,134313,151844,166180
712,DIET,"DADI INSTT. OF ENGINEERING AND
TECHNOLOGY",VSP,ECE,80952,122905,134268,161583,169628,169628,149546,158005,160553,165719,80952,122905,151844,167718,127163,127163,160132,134127
713,DIET,"DADI INSTT. OF ENGINEERING AND
TECHNOLOGY",VSP,EEE,169122,169122,169122,169122,169122,169122,169122,169122,169122,169122,169122,169122,169122,169122,169122,169122,121114,
714,DLBC,"DR L BULLAYYA COLL EGE OF
ENGINEERING",VSP,CIV,169131,169131,169131,169131,169131,169131,169131,169131,169131,169131,,169131,169131,169131,169163,169163,,
715,DLBC,"DR L BULLAYYA COLL EGE OF
ENGINEERING",VSP,CSE,47063,47063,173504,173504,161655,161655,73125,73125,64394,64394,47063,47063,56288,58410,125757,125757,92637,72767
716,DLBC,"DR L BULLAYYA COLL EGE OF
ENGINEERING",VSP,ECE,66226,94073,172980,172980,74683,108974,107383,107383,118788,118788,66226,94073,87554,94073,139524,139524,115925,149299
717,DLBC,"DR L BULLAYYA COLL EGE OF
ENGINEERING",VSP,EEE,148416,148416,156001,156001,148416,148416,149957,152119,162166,162166,148416,148416,162391,162391,148416,148416,,
718,GITS,"GONNA INST OF INFO TECHNOLOGY
SCIENCES",VSP,CIV,97069,97069,142079,159608,145894,145894,136759,136759,97069,97069,170072,170072,97069,97069,97069,97069,,
719,GITS,"GONNA INST OF INFO TECHNOLOGY
SCIENCES",VSP,CSE,54523,61469,173301,173301,100665,122471,157390,157390,130795,130795,54523,61469,123525,123525,148108,168209,140624,118889
720,GITS,"GONNA INST OF INFO TECHNOLOGY
SCIENCES",VSP,ECE,80901,80901,169341,169341,80901,107045,133075,157600,150410,150410,125360,125360,168854,168854,137099,137099,,
721,GITS,"GONNA INST OF INFO TECHNOLOGY
SCIENCES",VSP,EEE,104722,104722,170361,170361,164982,164982,149533,149533,151147,151147,104722,104722,153069,153069,154276,154276,,
722,GITS,"GONNA INST OF INFO TECHNOLOGY
SCIENCES",VSP,MEC,169131,169163,169131,169163,169131,169163,169131,169163,169169,169169,,,169142,169163,169163,169163,,
723,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",VSP,CHE,123185,123185,164788,164788,171835,171835,124798,124798,165625,165625,127937,127937,123185,123185,125696,125696,88492,166552
724,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",VSP,CIV,64551,95596,172919,172919,171161,171161,129904,162427,102230,168563,64551,95596,78782,95596,64551,112851,125640,
725,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",VSP,CSD,6973,7990,14090,14090,51156,51156,6973,7990,6973,7990,20804,20804,7967,8194,7825,7990,7606,12683
726,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",VSP,CSE,5527,5527,12166,12166,17558,26266,5527,5674,5527,5527,7494,11592,5527,5527,5527,6839,6507,7689
727,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",VSP,CSM,6284,7173,14573,14573,44226,57667,6284,7173,6284,12863,6284,7173,7186,8479,13591,22172,7160,8241
728,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",VSP,ECE,15421,15963,35117,51691,70224,70224,22864,22864,16401,51599,94716,94716,17474,23495,43230,97614,23118,41763
729,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",VSP,EEE,25875,25875,113326,142452,172452,172452,97807,97807,66973,86721,25875,54186,45185,51835,159464,159464,65794,157950
730,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",VSP,INF,10069,10324,25115,25115,31110,31110,10069,10324,10069,31093,10069,10324,11732,11732,19567,19567,11641,18071
731,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",VSP,MEC,58960,79997,115821,128510,103465,135982,65794,130604,105324,108763,58960,79997,67626,144948,58960,79997,123858,166359
732,GVPE,"GAYATHRI VIDYA PARISHAD COLL. OF
ENGINEERING",VSP,MRB,68721,68721,170585,170585,99971,99971,113821,115614,95322,150227,68721,68721,111307,142855,110892,116105,87538,133020
733,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",VSP,CIV,165582,165582,168898,168898,165582,165582,165582,165582,165582,168563,165582,165582,165582,165582,165582,165582,,
734,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",VSP,CSE,34874,34874,163203,163203,170983,170983,43383,43383,50905,50905,41481,41481,41372,41372,78084,78084,69329,44996
735,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",VSP,CSM,26148,43807,169050,169050,136155,136155,46647,46647,53966,53966,131387,131387,45678,54263,122204,122204,70800,70728
736,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",VSP,ECE,44738,44738,170665,170665,172531,172531,55785,79901,72933,99645,44738,44738,62438,64906,70412,86263,125627,141212
737,GVPT,"G V P COLLEGE FOR DEGREE AND PG
COURSES",VSP,MEC,69310,147829,142631,170285,137725,147829,164648,164648,102723,147829,108548,147829,146624,149856,110486,147829,134964,102455
738,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",VSP,CSE,,23150,,100631,,172327,,27380,,40876,,90670,,23822,,73913,,46960
739,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",VSP,CSM,,36812,,147480,,172916,,51404,,68593,,101104,,36812,,128149,,77627
740,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",VSP,ECE,,34874,,173304,,66009,,130000,,86770,,,,70841,,109071,,99366
741,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",VSP,EEE,,71984,,152052,,82867,,144005,,138979,,141553,,111874,,148980,,
742,GVPW,"GAYATHRI VIDYA PARISHAD COLL OF
ENGG FOR WOMEN",VSP,INF,,44699,,153456,,51923,,66355,,97890,,,,52028,,167590,,153258
743,NSRT,"NADIMPALLI SATYANARAYANA RAJU
INSTITUTE OF TECHNOLOGY",VSP,CIV,169131,169131,169131,169131,173554,173554,169131,169131,169169,169169,,169131,169131,169131,169131,169131,,
744,NSRT,"NADIMPALLI SATYANARAYANA RAJU
INSTITUTE OF TECHNOLOGY",VSP,CSD,47585,47585,171188,171188,171804,171804,64100,109636,80549,80549,85094,85094,49590,49590,64477,112358,54561,59662
745,NSRT,"NADIMPALLI SATYANARAYANA RAJU
INSTITUTE OF TECHNOLOGY",VSP,CSE,27304,27808,122994,161411,148683,168005,52799,60483,57955,65719,27304,51468,41323,51749,92324,92324,43527,56835
746,NSRT,"NADIMPALLI SATYANARAYANA RAJU
INSTITUTE OF TECHNOLOGY",VSP,CSM,41488,41488,169954,169954,46431,46431,53042,83287,78350,91809,41488,41488,46687,49361,56161,90259,53485,54625
747,NSRT,"NADIMPALLI SATYANARAYANA RAJU
INSTITUTE OF TECHNOLOGY",VSP,ECE,46640,46640,171967,171967,55738,67390,71805,74740,83655,104018,168159,168159,56258,61014,67699,94463,75943,72067
748,NSRT,"NADIMPALLI SATYANARAYANA RAJU
INSTITUTE OF TECHNOLOGY",VSP,EEE,93032,93032,93032,102499,93264,171489,106942,106942,151438,151438,93032,93032,93032,106447,130146,130146,101429,123425
749,NSRT,"NADIMPALLI SATYANARAYANA RAJU
INSTITUTE OF TECHNOLOGY",VSP,MEC,88884,153008,125300,153008,88884,153008,153943,153943,88884,153008,132682,153008,133310,153008,88884,153008,154806,
750,RAGU,RAGHU ENGINEERING COLLEGE,VSP,CIV,77172,81066,140624,140624,77172,121209,167128,167128,114348,133131,77172,81066,103701,103701,163878,163878,133260,
751,RAGU,RAGHU ENGINEERING COLLEGE,VSP,CSC,17607,17607,89142,115472,165392,167685,37162,37835,32874,48297,17607,17607,29908,38314,143483,143483,32219,30580
752,RAGU,RAGHU ENGINEERING COLLEGE,VSP,CSD,28620,28620,114744,135844,173343,173343,37759,40688,43700,48378,28620,31465,31844,40630,87802,111675,37424,35293
753,RAGU,RAGHU ENGINEERING COLLEGE,VSP,CSE,17929,17929,56090,73154,77352,77352,23804,23893,26164,45902,50678,50678,21297,21297,28771,139431,19374,23141
754,RAGU,RAGHU ENGINEERING COLLEGE,VSP,CSM,18879,23755,101832,165392,116096,170235,30174,40705,37621,48545,18879,39815,30994,37071,103954,155069,28759,28268
755,RAGU,RAGHU ENGINEERING COLLEGE,VSP,CSO,169131,169131,170453,172047,169131,169131,169131,169131,169131,169131,169131,169131,169131,169131,169131,169131,40445,62639
756,RAGU,RAGHU ENGINEERING COLLEGE,VSP,ECE,18075,32480,119734,157053,171267,172190,51182,55668,70990,84611,32336,32480,45917,53065,106791,113893,60540,69296
757,RAGU,RAGHU ENGINEERING COLLEGE,VSP,EEE,34018,62191,169484,173403,125481,125481,90103,90103,106643,120129,55990,63403,71697,87920,104002,104002,103521,81358
758,RAGU,RAGHU ENGINEERING COLLEGE,VSP,MEC,110058,159172,162514,162514,119413,159172,155401,159172,148353,159172,110058,159172,125066,164350,151561,159172,157804,106367
759,RITV,RAGHU INST. OF TECHNOLOGY,VSP,CSC,28105,31432,160973,160973,33086,41715,49190,49190,59481,73286,38269,38269,38922,44080,48378,48378,45103,40006
760,RITV,RAGHU INST. OF TECHNOLOGY,VSP,CSD,33650,33650,159959,159959,103977,119120,62413,68657,69420,69420,33650,42528,42408,49190,122789,122789,43383,61153
761,RITV,RAGHU INST. OF TECHNOLOGY,VSP,CSE,22770,22770,99188,132516,121560,172736,29457,55325,36483,52982,38118,38118,32133,32133,111293,116135,23418,32868
762,RITV,RAGHU INST. OF TECHNOLOGY,VSP,CSM,34302,34302,172569,172569,126664,134616,54776,84025,62869,68801,39019,39019,40965,53909,163052,163052,45000,73751
763,RITV,RAGHU INST. OF TECHNOLOGY,VSP,ECE,33773,42978,171563,171563,162737,171794,65304,66676,81395,81395,33773,42978,48182,58553,66608,113800,65597,87182
764,RITV,RAGHU INST. OF TECHNOLOGY,VSP,MEC,77406,160160,144754,160160,93184,160160,86407,160160,159941,160160,77406,160160,151107,160160,153330,160160,80274,
765,SAVE,"SANKETHIKA VIDYA PARISHAD
ENGINEERING COLLEGE",VSP,CIV,123577,123577,123577,123577,123577,123577,123577,123577,123577,123577,123577,123577,123577,123577,123577,123577,,
766,SAVE,"SANKETHIKA VIDYA PARISHAD
ENGINEERING COLLEGE",VSP,CSE,36279,50516,145831,171669,90604,114488,128233,137826,90768,134880,36279,50516,92821,102480,54472,54472,73588,69830
767,SAVE,"SANKETHIKA VIDYA PARISHAD
ENGINEERING COLLEGE",VSP,ECE,106737,106737,131454,156735,121114,163710,142734,142734,131639,147449,146437,146437,153398,153398,107004,149343,162461,129952
768,SAVE,"SANKETHIKA VIDYA PARISHAD
ENGINEERING COLLEGE",VSP,EEE,169131,169163,173540,173540,173554,173554,169163,169163,169131,169163,,,169131,169163,169163,169163,,
769,SGEC,"SAI GANAPATHI ENGINEERING
COLLEGE",VSP,CSE,82530,102614,172744,172744,82530,102614,163338,163338,109685,167840,82530,102614,82530,102614,128499,128499,143883,162017
770,SGEC,"SAI GANAPATHI ENGINEERING
COLLEGE",VSP,ECE,169131,169163,169131,169976,169131,169163,169131,169163,169131,169163,,,169131,169163,169131,169163,156986,
771,SGEC,"SAI GANAPATHI ENGINEERING
COLLEGE",VSP,EEE,169131,169131,169131,169131,173554,173554,169131,169131,169169,169169,,169131,169131,169131,169163,169163,,
772,SIMH,SIMHADRI EDNL SOC GRP OF INSTNS,VSP,CSE,36676,36676,171474,171474,133635,133635,167184,167184,143081,154332,36676,36676,160931,160931,123320,123320,,
773,SIMH,SIMHADRI EDNL SOC GRP OF INSTNS,VSP,ECE,169131,169163,173540,173558,169131,169163,169131,169163,169131,169163,,,169142,169163,169163,169163,,
774,STMV,"SANKETHIKA INST OF TECHNOLOGY
MANAGEMENT",VSP,CIV,169131,169163,173540,173558,169131,169163,169163,169163,169169,169169,,,169142,169163,169163,169163,,
775,STMV,"SANKETHIKA INST OF TECHNOLOGY
MANAGEMENT",VSP,CSE,128372,128372,168089,168089,128372,169762,154313,154313,133655,162246,128372,128372,130734,152295,129125,136990,45474,164838
776,STMV,"SANKETHIKA INST OF TECHNOLOGY
MANAGEMENT",VSP,ECE,169131,169163,169131,169163,169131,169163,169131,169163,169131,169163,,,169131,169163,169131,169163,,132374
777,VIEW,"VIGNANS INSTT OF ENGINEERING
FOR WOMEN",VSP,CAI,,39932,,63457,,46009,,61705,,111146,,39932,,47325,,84324,,106173
778,VIEW,"VIGNANS INSTT OF ENGINEERING
FOR WOMEN",VSP,CSC,,42513,,172238,,170410,,105576,,103350,,,,48242,,139514,,57772
779,VIEW,"VIGNANS INSTT OF ENGINEERING
FOR WOMEN",VSP,CSD,,36494,,165707,,40981,,60728,,65449,,36494,,53712,,94654,,47682
780,VIEW,"VIGNANS INSTT OF ENGINEERING
FOR WOMEN",VSP,CSE,,26179,,110107,,150487,,44303,,53489,,142420,,38184,,152271,,47494
781,VIEW,"VIGNANS INSTT OF ENGINEERING
FOR WOMEN",VSP,CSM,,32104,,169564,,38618,,60483,,71794,,,,51392,,60680,,42039
782,VIEW,"VIGNANS INSTT OF ENGINEERING
FOR WOMEN",VSP,ECE,,46954,,173365,,60388,,110582,,87037,,46954,,62548,,121435,,152806
783,VIEW,"VIGNANS INSTT OF ENGINEERING
FOR WOMEN",VSP,EEE,,162683,,164119,,162683,,165853,,167362,,162683,,162683,,162683,,109278
784,VIEW,"VIGNANS INSTT OF ENGINEERING
FOR WOMEN",VSP,INF,,38952,,169540,,152425,,108527,,107863,,50461,,51673,,58964,,70806
785,VIEW,"VIGNANS INSTT OF ENGINEERING
FOR WOMEN",VSP,MEC,,104658,,165636,,104658,,104658,,104658,,,,104658,,104658,,
786,VIPV,VIGNAN INST.OF PHARM.,VSP,PHD,169131,169131,173540,173540,173554,173554,169163,169163,169169,169169,,169131,169142,169142,169163,169163,,
787,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",VSP,AID,21546,21546,134386,170190,142608,170941,21675,32917,26250,30314,21546,117489,21546,21546,21546,43139,17348,24319
788,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",VSP,CAI,18046,18046,99288,137628,117341,122306,21350,21350,30535,30535,25921,25921,18638,18638,18567,94579,23090,30099
789,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",VSP,CIV,123772,164540,171185,171185,144005,164540,168281,168281,123772,164540,157306,164540,145462,164540,158568,164540,,103464
790,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",VSP,CSC,21178,21178,79490,79490,131438,172627,32157,32157,26535,27198,154626,154626,22566,22566,56793,56793,23137,19845
791,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",VSP,CSD,17371,17371,79490,107555,67345,67345,19568,27367,23123,23123,17371,17371,20599,22732,48248,48248,21346,30504
792,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",VSP,CSE,11860,11860,44402,44402,124481,124481,16274,16274,20887,20887,12538,91361,13648,13648,50320,50320,16190,10943
793,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",VSP,ECE,24357,24357,104094,122862,169199,169199,39871,54461,37676,41161,131739,131739,36558,36558,98691,143751,33286,34018
794,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",VSP,ECM,26782,26782,146297,172802,142551,168806,52617,121345,85912,85912,26782,26782,41301,45934,54548,140440,52003,51378
795,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",VSP,EEE,58375,61318,167840,167840,64969,66863,103201,118661,122376,161591,91658,91658,72858,77429,104755,128033,84255,76428
796,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",VSP,INF,169131,169131,169131,169131,169131,169131,169131,169131,169131,169131,,169131,169131,169131,169131,169131,28184,33420
797,VIVP,"VIGNANS INSTITUTE OF
INFORMATION TECHNOLOGY",VSP,MEC,107872,168500,167970,168500,140598,168500,167032,168500,161284,168500,107872,168500,127034,168500,107872,168500,168084,114762
798,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",VSP,CIV,127818,127818,127818,127818,171796,171796,127818,127818,127818,127818,127818,127818,127818,127818,127818,127818,,
799,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",VSP,CSC,70394,70394,146297,146297,125300,125300,70394,91386,155008,155008,70394,70394,139119,148502,70394,160412,118556,122138
800,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",VSP,CSD,169131,169163,169131,169163,173554,173554,169131,169163,169131,169163,,,169131,169163,169131,169163,137072,
801,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",VSP,CSE,128542,128542,169836,173508,171003,171003,141267,150633,166876,166876,128542,128542,128542,142562,139427,139427,167781,140703
802,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",VSP,CSM,49639,142091,129794,142091,49639,142091,135039,142091,137099,168146,49639,142091,145481,147829,150574,150574,155652,112104
803,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",VSP,ECE,169131,169131,172865,172865,169131,169131,169131,169131,169131,169131,169131,169131,169131,169131,169163,169163,150507,169084
804,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",VSP,EEE,169131,169163,173540,173540,173554,173554,169163,169163,169131,169163,,,169131,169163,169163,169163,,
805,VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",VSP,MEC,124940,124940,126337,126337,124940,172423,124940,124940,124940,124940,124940,124940,124940,124940,124940,124940,,
806,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",VSP,CIV,100543,100543,146422,146422,100543,171846,100543,100543,168864,168864,100543,100543,100543,100543,100543,100543,,
807,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",VSP,CSE,48158,51348,171242,171242,153398,171931,79376,82530,104002,104002,48158,51348,72012,72012,78100,122716,139745,77046
808,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",VSP,ECE,90710,90710,121297,121297,126495,126495,109559,109559,166129,166129,90710,90710,112280,140322,132973,132973,143324,117788
809,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",VSP,EEE,169131,169163,169131,169163,169131,169163,169131,169163,169131,169163,,,169131,169163,169163,169163,,
810,WSTM,"WELLFARE INST OF SCIENCE TECH
AND MGMT",VSP,MEC,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,167435,57259,
811,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",VZM,CSC,102310,143199,159996,159996,138639,143199,139784,143199,135365,155188,107418,143199,141838,143363,155640,155640,,149378
812,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",VZM,CSE,56030,56030,134981,134981,77513,117251,119487,119487,159942,163789,56030,56030,92246,106536,107809,107809,161583,117668
813,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",VZM,CSM,101571,101571,169776,172018,131836,131836,165313,165313,151018,163991,101571,101571,128831,128831,133020,133020,148416,162274
814,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",VZM,ECE,149256,149256,151209,158203,149256,149256,154248,157328,149256,149256,149256,149256,161237,161237,164168,164168,126136,
815,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",VZM,EEE,169131,169163,173540,173558,173554,173554,169131,169163,169131,169163,,,169131,169163,169163,169163,,
816,ARTB,"AVANTHIS RESEARCH AND
TECHNOLOGICAL ACADEMY",VZM,MEC,169131,169163,173540,173558,173554,173554,169163,169163,169131,169163,,,169142,169163,169163,169163,,
817,ASTC,"
AVANTHIS ST THERESSA INSTITUTE
OF ENGG AND TECHNOLOGY",VZM,CSE,99241,100706,172984,172984,173402,173402,168450,168450,144614,144614,99241,100706,118454,164677,136947,136947,155789,139415
818,ASTC,"
AVANTHIS ST THERESSA INSTITUTE
OF ENGG AND TECHNOLOGY",VZM,CSM,138891,165193,163172,165193,140765,165193,138891,165193,151910,165193,152271,165193,164053,165193,159892,166686,62762,
819,ASTC,"
AVANTHIS ST THERESSA INSTITUTE
OF ENGG AND TECHNOLOGY",VZM,ECE,134749,166573,160727,172509,153756,166573,168224,168224,165707,166573,134749,166573,162017,166573,163719,166573,128086,102230
820,ASTC,"
AVANTHIS ST THERESSA INSTITUTE
OF ENGG AND TECHNOLOGY",VZM,EEE,169131,169163,173540,173558,169131,169163,169163,169163,169169,169169,,,169131,169163,169163,169163,,
821,ASTC,"
AVANTHIS ST THERESSA INSTITUTE
OF ENGG AND TECHNOLOGY",VZM,MEC,147427,147427,147427,147427,151947,151947,147427,147427,147427,147427,147427,147427,147427,147427,147427,147427,,
822,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",VZM,CSD,83765,83765,86659,86659,88604,88604,112214,118844,147945,147945,83765,83765,88788,88788,127841,127841,125802,130036
823,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",VZM,CSE,60853,60853,171438,173059,114620,114620,84089,84089,95548,108124,60853,60853,62168,71403,166418,166418,118811,111333
824,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",VZM,CSM,87777,87777,95843,154400,97136,97136,125161,125161,161491,163737,87777,88284,87777,87777,133635,133635,132828,162638
825,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",VZM,ECE,66272,66272,90829,93853,95548,173134,104722,115925,147983,156675,66272,66272,98967,98967,108409,130158,143538,143031
826,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",VZM,EEE,149399,149399,149399,163037,160798,162658,156210,156210,158651,158651,149399,149399,149399,163648,160059,160059,,
827,AVEV,"AVANTHI INST. OF ENGINEERING AND
TECHNOLOGY",VZM,MEC,163084,163084,163084,165775,163084,168637,168864,168864,163084,163084,163084,163084,163084,163084,163084,163084,,
828,AVNP,AVANTHI INST. OF PHARM. SCI.,VZM,PHD,169131,169163,173540,173558,173554,173554,169163,169163,169131,169163,,,169142,169163,169163,169163,,
829,AVNP,AVANTHI INST. OF PHARM. SCI.,VZM,PHM,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,102015,,
830,GGIB,GOKUL GROUP OF INSTITUTIONS,VZM,CSD,169131,169163,173540,173558,169131,169163,169163,169163,169169,169169,,,169142,169163,169163,169163,,
831,GGIB,GOKUL GROUP OF INSTITUTIONS,VZM,CSE,169131,169131,169131,169131,169131,169131,169163,169163,169131,169131,,169131,169131,169131,169131,169131,,
832,GGIB,GOKUL GROUP OF INSTITUTIONS,VZM,MEC,169131,169163,173540,173558,173554,173554,169163,169163,169169,169169,,,169131,169163,169163,169163,,
833,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,CIV,39695,39695,95393,170094,57281,57281,39695,54263,102953,102953,39695,39695,39695,56112,50013,109041,114683,60789
834,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,CSE,9602,9602,11676,12207,26358,26358,9602,9602,11508,11515,9602,29280,10286,10694,15258,52339,10553,15738
835,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,ECE,18386,21564,30646,30646,61061,61061,24448,24448,24272,24662,20400,55463,20970,21564,31172,31172,15458,46786
836,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,EEE,37905,37905,79332,112408,57571,70008,46162,71600,49394,49394,37905,37905,48494,51935,81403,114488,74180,133216
837,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,INF,19217,19217,32303,32303,38922,39126,31882,31882,19262,36379,19217,19217,21439,21439,31661,31661,23557,19914
838,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,MEC,29120,29120,100560,125043,63550,79143,67536,96913,97730,127096,29120,29120,61235,71959,29120,152642,134903,137014
839,JNTV,"JNTUK COLLEGE OF ENGINEERING
VIZIANAGARAM",VZM,MET,39176,115787,171588,171588,173197,173197,150917,165807,164078,164078,126337,126337,93101,115787,39176,115787,,
